0,0.28,0.0810810811,0.1170212766
0.0114942529,0.29,0.0405405405,0.1063829787
0.1264367816,0.29,0.527027027,0.170212766
0.0804597701,0.25,0.3108108108,0.1808510638
0.0689655172,0.26,0.3243243243,0.2340425532
0.0804597701,0.32,0.3108108108,0.2978723404
0.1379310345,0.26,0.2432432432,0.2978723404
0.1379310345,0.25,0.2837837838,0.329787234
0.1494252874,0.32,0.3108108108,0.3829787234
0.3448275862,0.39,0.2972972973,0.3404255319
0.7816091954,0.61,0.4189189189,0.3191489362
0.1954022989,0.27,0.2567567568,0.2659574468
0.1379310345,0.27,0.1891891892,0.2021276596
0.1724137931,0.23,0.2972972973,0.1595744681
0.1609195402,0.28,0.3108108108,0.1382978723
0.3103448276,0.32,0.2972972973,0.1276595745
0.2873563218,0.32,0.3243243243,0.1170212766
0.2643678161,0.35,0.2972972973,0.085106383
0.2988505747,0.38,0.3513513514,0.085106383
0.2988505747,0.3,0.3513513514,0.085106383
0.3103448276,0.39,0.4189189189,0.0638297872
0.2183908046,0.28,0.3513513514,0.0638297872
0.4137931034,0.47,0.4189189189,0.0425531915
0.4022988506,0.41,0.3513513514,0.0319148936
0.2528735632,0.39,0.3648648649,0.0319148936
0.2183908046,0.37,0.4054054054,0.0212765957
0.1724137931,0.28,0.4324324324,0.0106382979
0.1379310345,0.3,0.3513513514,0.0106382979
0.1264367816,0.27,0.2837837838,0.0106382979
0.1149425287,0.32,0.3648648649,0.0106382979
0.1149425287,0.23,0.3783783784,0.0212765957
0.1379310345,0.25,0.3783783784,0.0106382979
0.0804597701,0.29,0.4189189189,0.0106382979
0.0804597701,0.35,0.4189189189,0.0212765957
0.091954023,0.28,0.3918918919,0.0212765957
0.1149425287,0.2,0.3648648649,0.0319148936
0.091954023,0.26,0.2837837838,0.0531914894
0.1379310345,0.28,0.2837837838,0.0744680851
0.1724137931,0.29,0.3378378378,0.1170212766
0.1724137931,0.26,0.2432432432,0.1276595745
0.1264367816,0.28,0.2702702703,0.1382978723
0.1149425287,0.32,0.3783783784,0.1382978723
0.1149425287,0.32,0.3243243243,0.1382978723
0.1149425287,0.23,0.2837837838,0.1276595745
0.1724137931,0.31,0.2567567568,0.1489361702
0.1149425287,0.24,0.2972972973,0.1382978723
0.1264367816,0.3,0.3108108108,0.1170212766
0.1149425287,0.26,0.2972972973,0.1276595745
0.0689655172,0.2,0.1351351351,0.085106383
0.1494252874,0.36,0.2432432432,0.1276595745
0.1264367816,0.34,0.2162162162,0.1063829787
0.091954023,0.21,0.2297297297,0.085106383
0.0344827586,0.21,0.1081081081,0.0531914894
0.0344827586,0.19,0.0540540541,0.0425531915
0.0574712644,0.23,0.1486486486,0.0744680851
0.0689655172,0.23,0.2297297297,0.0957446809
0.0804597701,0.25,0.2432432432,0.085106383
0.1264367816,0.21,0.2432432432,0.1063829787
0.1264367816,0.24,0.2297297297,0.1276595745
0.4367816092,0.44,0.3243243243,0.1382978723
0.4252873563,0.5,0.2837837838,0.1808510638
0.275862069,0.34,0.2567567568,0.1914893617
0.2068965517,0.33,0.2297297297,0.2021276596
0.1264367816,0.2,0.2162162162,0.2234042553
0.1264367816,0.24,0.1891891892,0.2127659574
0.1724137931,0.32,0.2567567568,0.1914893617
0.1264367816,0.24,0.2972972973,0.1595744681
0.1149425287,0.3,0.2297297297,0.1170212766
0.1494252874,0.3,0.2432432432,0.1276595745
0.3563218391,0.45,0.3648648649,0.1170212766
0.2528735632,0.32,0.3378378378,0.1063829787
0.183908046,0.33,0.2972972973,0.1063829787
0.1494252874,0.3,0.3378378378,0.0957446809
0.1724137931,0.3,0.2972972973,0.0744680851
0.1379310345,0.24,0.2972972973,0.0531914894
0.1379310345,0.28,0.2297297297,0.0425531915
0.1149425287,0.3,0.3108108108,0.0319148936
0.1034482759,0.24,0.2837837838,0.0319148936
0.091954023,0.26,0.4054054054,0.0319148936
0.091954023,0.24,0.3513513514,0.0319148936
0.091954023,0.22,0.2567567568,0
0.1034482759,0.26,0.3648648649,0.0106382979
0.1034482759,0.28,0.3783783784,0.0106382979
0.091954023,0.26,0.3918918919,0.0212765957
0.0689655172,0.27,0.4054054054,0.0212765957
0.091954023,0.24,0.3378378378,0.0212765957
0.0804597701,0.3,0.3918918919,0.0319148936
0.0804597701,0.24,0.4324324324,0.0425531915
0.1034482759,0.23,0.3783783784,0.0531914894
0.1034482759,0.23,0.2972972973,0.0744680851
0.1034482759,0.26,0.2702702703,0.1063829787
0.1034482759,0.25,0.2567567568,0.1276595745
0.1264367816,0.28,0.2702702703,0.1382978723
0.091954023,0.22,0.2837837838,0.1276595745
0.091954023,0.25,0.2162162162,0.1382978723
0.0804597701,0.24,0.2567567568,0.1382978723
0.0804597701,0.25,0.2297297297,0.1382978723
0.0804597701,0.21,0.2027027027,0.1170212766
0.091954023,0.26,0.1756756757,0.1276595745
0.091954023,0.25,0.2567567568,0.1595744681
0.0689655172,0.19,0.1081081081,0.1170212766
0.091954023,0.25,0.2297297297,0.1914893617
0.091954023,0.3,0.3243243243,0.2872340426
0.091954023,0.29,0.2027027027,0.2978723404
0.0459770115,0.18,0.1486486486,0.3617021277
0.0229885057,0.18,0,0.4042553191
0.0344827586,0.16,0.0810810811,0.5106382979
0.0574712644,0.24,0.2702702703,1
0.0804597701,0.25,0.3648648649,0.8085106383
0.1034482759,0.25,0.2567567568,0.5531914894
0.1379310345,0.29,0.2567567568,0.4361702128
0.1264367816,0.22,0.2297297297,0.3404255319
0.091954023,0.21,0.2027027027,0.2765957447
0.091954023,0.26,0.2297297297,0.2446808511
0.1034482759,0.22,0.2297297297,0.2340425532
0.1149425287,0.26,0.2162162162,0.2021276596
0.1724137931,0.33,0.2567567568,0.1914893617
0.1149425287,0.29,0.2432432432,0.1489361702
0.091954023,0.27,0.2162162162,0.1489361702
0.1034482759,0.26,0.3378378378,0.1489361702
0.1264367816,0.32,0.3378378378,0.1382978723
0.1954022989,0.33,0.2837837838,0.1170212766
0.1724137931,0.36,0.3513513514,0.1170212766
0.1724137931,0.38,0.4054054054,0.0957446809
0.1609195402,0.34,0.3783783784,0.0744680851
0.1379310345,0.26,0.3648648649,0.0531914894
0.1494252874,0.31,0.3783783784,0.0425531915
0.1149425287,0.29,0.3243243243,0.0425531915
0.1264367816,0.31,0.4324324324,0.0212765957
0.1724137931,0.33,0.472972973,0.0319148936
0.1379310345,0.26,0.3783783784,0.0212765957
0.091954023,0.27,0.4054054054,0.0212765957
0.091954023,0.27,0.3513513514,0
0.0804597701,0.27,0.4459459459,0.0106382979
0.1149425287,0.26,0.4459459459,0.0212765957
0.183908046,0.34,0.4324324324,0.0106382979
0.0804597701,0.32,1,0.0106382979
0.0689655172,0.31,0.9594594595,0.0106382979
0.1954022989,0.46,0.8243243243,0.0212765957
0.5057471264,0.7,0.7027027027,0.0319148936
0.7816091954,0.81,0.6216216216,0.0638297872
0.3793103448,0.48,0.5945945946,0.085106383
0.4482758621,0.63,0.5810810811,0.1063829787
0.275862069,0.52,0.5540540541,0.1276595745
0.2068965517,0.35,0.5,0.1489361702
0.1609195402,0.34,0.4459459459,0.1489361702
0.1149425287,0.28,0.3918918919,0.1595744681
0.1264367816,0.3,0.472972973,0.170212766
0.1379310345,0.28,0.4324324324,0.1595744681
0.1264367816,0.27,0.4594594595,0.1595744681
0.1379310345,0.32,0.5945945946,0.1382978723
0.1379310345,0.3,0.7027027027,0.1595744681
0.1379310345,0.32,0.6891891892,0.1595744681
0.091954023,0.26,0.3783783784,0.0957446809
0.2068965517,0.37,0.3918918919,0.1595744681
0.1954022989,0.4,0.3648648649,0.1808510638
0.0804597701,0.26,0.3648648649,0.2340425532
0.0344827586,0.16,0.2432432432,0.2872340426
0.0344827586,0.18,0.3513513514,0.3829787234
0.1149425287,0.3,0.472972973,0.4680851064
