1,0.1172717858,0.6984176528,1.1737246484,1.1738176067,0.6719349389,0.7751575938,1.1022172339,0.0199772928,0.791267331,1.1021425389,1.0204629118
2,0.0894793353,0.6821461238,1.1678282849,1.0886581137,0.5591734446,0.6493850606,1.1142084338,0.0198138885,0.7459198785,1.0883360112,1.0209620099
3,0.1444674535,0.6638021286,1.1679322325,1.0285676421,0.6525919291,0.5894280317,1.0381351928,0.0196908472,0.7162893032,1.0686952587,1.022485079
4,0.0935508987,0.6997117783,1.1701420211,1.0278786655,0.6100557699,0.7409045278,1.1176716563,0.0199555546,0.7737635925,1.1079457441,1.0162550623
5,0.0786228006,0.6874423172,1.1692465783,1.0292897186,0.5751291329,0.6137092826,1.1286263073,0.0200136939,0.752333202,1.0805703638,1.0189641218
6,0.1244734473,0.6651885984,1.1778050348,1.0175860171,0.6049560562,0.5638465533,1.0622292396,0.0196167302,0.7452191464,1.0773820295,1.0167761662
7,0.1235163498,0.6788051769,1.1710124714,1.0247186444,0.6255730215,0.7899782492,1.0935526399,0.0201377163,0.7500692691,1.0938422384,0.9994950278
8,0.0895296464,0.6832947703,1.1682102118,1.0199621017,0.6103612354,0.6101979538,1.1320177283,0.020060434,0.7442091299,1.0749719226,1.0037997613
9,0.1056022483,0.6681251539,1.1769344141,1.0192869299,0.7628709775,0.591689697,1.0520690784,0.0198956272,0.7307663901,1.0652613431,0.9975476447
10,0.1289423407,0.6754865668,1.1697932651,1.0197802122,0.6268136373,0.9048508172,1.0958796042,0.0201898927,0.7384309005,1.09661989,1.0063176236
11,0.0789246428,0.6724050134,1.2310119032,1.015294339,0.6044964542,0.7203193828,1.131798102,0.0199703433,0.7289521147,1.0864161908,1.0070464842
12,0.1220834725,0.6673762088,1.2129726166,1.0174813679,0.7265579353,0.6959726554,1.0613352568,0.019887676,0.7054065459,1.0725893016,0.97503122
13,0.1180914591,0.6671149113,1.1713183821,1.0214426802,0.704281718,0.8826868311,1.0591940377,0.0204019724,0.6972301547,1.1030158741,0.9863660722
14,0.0753194085,0.6688226101,1.1665405152,1.0075463522,0.6685865097,0.7443766127,1.0964806131,0.0199796583,0.6724948567,1.0958437532,0.9937170283
15,0.1178445393,0.674964232,1.1680886963,1.0138361801,0.7894772178,0.6897861772,1.0186340976,0.0198183452,0.7092524648,1.0818682386,1.0100893408
16,0.1010906238,0.6451393102,1.1665704952,1.0123430926,1.0672939932,0.8298423982,1.049077055,0.0196642845,0.6685400857,1.0956952162,1.0139259521
17,0.0918409951,0.6377260356,1.2476581559,0.9960523597,0.8437420096,0.7489280465,1.0887922679,0.0197086644,0.6494510921,1.0937578431,0.9930804017
18,0.1014430297,0.6461398354,1.2561088147,1.004938375,1.4818124052,0.6834604587,1.008423326,0.0195141903,0.6957369537,1.0773709817,1.0250876804
19,0.0976320216,0.6484683142,1.2254979438,1.0022282713,1.0025337906,0.8989873142,1.0562732132,0.0198217238,0.6524601655,1.0916419065,1.0280473196
20,0.0761706951,0.6413612856,1.2181044569,0.9915137328,0.8068486538,0.7943272664,1.0674731573,0.019901212,0.6245204486,1.0936777551,1.0145649673
21,0.0901225383,0.6411949544,1.224354524,1.0082723711,1.2983601124,0.6624963704,1.0334374368,0.0197544475,0.7056412984,1.0745522659,1.0110145813
22,0.1030963335,0.6578459155,1.2516005963,0.9983231357,0.8765502249,0.8488344028,1.0552101348,0.0199138324,0.6415010698,1.0969184904,1.0084008701
23,0.0691838308,0.6417263176,1.2592627816,0.9947753195,0.7567048536,0.7546881309,1.0599044694,0.0199397991,0.651406605,1.089205651,1.0149390938
24,0.0951372499,0.6495804967,1.2476783652,1.0065050897,1.4676538269,0.6553384295,1.0345254154,0.0198149156,0.7066895149,1.0770454191,1.0134279078
25,0.1281603201,0.6634273857,1.2851666067,0.9957468907,0.7811679068,0.7609158703,1.0919222594,0.0200078021,0.6788508418,1.1004799847,1.0113852372
26,0.0686642088,0.6457485043,1.2857002714,0.9853120273,0.7346654231,0.705120545,1.077442649,0.0198784893,0.6168258225,1.0957616126,1.0143068223
27,0.1308526472,0.6466906964,1.2911858009,1.000903574,1.0810850977,0.6742551878,1.0804758993,0.0197388239,0.7135109826,1.0791266446,1.0163439591
28,0.1161753164,0.6684332278,1.1922790902,0.9954382132,0.8841033684,0.7670747696,1.0686608968,0.0202319434,0.7112567092,1.1047466542,1.0201715877
29,0.0763952487,0.656103767,1.1743548882,0.9857603986,0.6782570284,0.6651890491,1.0648719823,0.020009202,0.6600766407,1.0903825604,1.0204305466
30,0.0969212119,0.6533555104,1.1728738261,1.0063633299,1.0315455651,0.6358566359,1.0450835564,0.0201635879,0.7215622262,1.0801778839,1.0227479723
31,0.1094322278,0.6921880322,1.1818806021,1.0078765669,0.8702733583,0.8452499864,1.0452306555,0.0203747917,0.7021928212,1.1063913726,1.0257269784
32,0.0722122942,0.6961777244,1.1734238437,1.0059786842,0.6529698417,0.7629264204,1.0557025381,0.0202808905,0.6481478463,1.0978631531,1.0217858073
33,0.1018980279,0.6695338744,1.1738004711,1.0134643359,1.0175491324,0.7055440822,1.0400160522,0.0203664823,0.7301550323,1.0732262411,1.0225221163
34,0.1110984057,0.7057131269,1.1802540965,1.0040000111,0.7292933386,0.8290874027,1.0803475377,0.0203051814,0.7109348175,1.0973677581,1.032236828
35,0.061362426,0.7007404029,1.1715293882,1.001271684,0.6282362698,0.7508437121,1.0551146505,0.0201600081,0.6353525507,1.1027215756,1.0222439704
36,0.0994826946,0.6716712871,1.1734430821,1.0112076939,0.9425074913,0.6976294323,1.036744971,0.0203562724,0.7246753623,1.08246649,1.0223362304
